new file 
Gene Symbol	Disease	Ensembl ID	Gene ID	OMIM	GeneCards	HugeNavigator	GenAtlas	YFG	PharmGKB	HGMD	EXPASY	WikiGenes	NCBI	GAD	Gene Name	Gene Symbol Synonyms	Gene name Synonyms	Chromosome	Location	PMIDs	# of Refs	# DB	HuGe Prospector Score	pValues	No Association Number	# of GAD Yes	# of GAD No	Final Score	
PCDH9	autism	ENSG00000184226	5101	0	0	0	0	0	1	0	0	0	0	0	protocadherin 9	-	OTTHUMP00000178683|cadherin superfamily protein VR4-11	13	13q14.3-q21.1		0	1			0	0	0	0.0	
ACADL	autism	ENSG00000115361	33	0	1	0	0	0	0	0	0	0	0	0	"acyl-Coenzyme A dehydrogenase, long chain"	ACAD4|FLJ94052|LCAD	long-chain acyl-CoA dehydrogenase	2	2q34-q35		0	1			0	0	0	0.0	
RFWD2	autism	ENSG00000143207	64326	0	0	0	0	0	1	1	0	0	0	0	ring finger and WD repeat domain 2	COP1|FLJ10416|RNF200	OTTHUMP00000032911|OTTHUMP00000060611|constitutive photomorphogenic protein (COP1)|putative ubiquitin ligase COP1	1	1q25.1-q25.2		0	2			0	0	0	0.0	
HUNK	autism	ENSG00000142149	30811	0	0	0	0	0	0	0	0	1	0	0	hormonally up-regulated Neu-associated kinase	-	OTTHUMP00000107427|hormonally upregulated Neu-associated kinase|hormonally upregulated neu tumor-associated kinase|serine/threonine protein kinase MAK-V	21	21q22.1		0	1			0	0	0	0.0	
KIF1A	autism	ENSG00000130294	547	0	1	0	0	0	0	0	0	0	0	0	kinesin family member 1A	ATSV|C2orf20|DKFZp686I2094|FLJ30229|HUNC-104|MGC133285|MGC133286|UNC104	"axonal transport of synaptic vesicles|kinesin, heavy chain, member 1A, homolog of mouse|tmp_locus_27"	2	2q37.3		0	1			0	0	0	0.0	
CHRM2	autism	ENSG00000181072	1129	0	0	0	0	1	0	0	0	0	0	0	"cholinergic receptor, muscarinic 2"	FLJ43243|HM2|MGC120006|MGC120007	"7TM receptor|cholinergic receptor, muscarinic 2, isoform a|muscarinic M2 receptor|muscarinic acetylcholine receptor M2"	7	7q31-q35		0	1			0	0	0	0.0	
NCOA6	autism	ENSG00000198646	23054	0	0	0	0	0	0	0	0	1	0	0	nuclear receptor coactivator 6	AIB3|ANTP|ASC2|HOX1.1|HOXA7|KIAA0181|NRC|PRIP|RAP250|TRBP	OTTHUMP00000030705|activating signal cointegrator-2|amplified in breast cancer-3 protein|nuclear receptor coactivator RAP250|peroxisome proliferator-activated receptor interacting protein|thyroid hormone receptor binding protein	20	20q11		0	1			0	0	0	0.0	
CA3	autism	ENSG00000164879	761	0	1	0	0	0	0	0	0	0	0	0	"carbonic anhydrase III, muscle specific"	CAIII|Car3	carbonic anhydrase III	8	8q13-q22		0	1			0	0	0	0.0	
CNTN3	autism		5067	0	0	0	0	0	1	0	0	0	0	0	contactin 3 (plasmacytoma associated)	BIG-1|KIAA1496|PANG|PCS	contactin 3|plasmacytoma-associated neuronal glycoprotein	3	3p26		0	1			0	0	0	0.0	
JMJD1C	autism	ENSG00000171988	221037	0	1	0	0	0	0	0	0	1	0	0	jumonji domain containing 1C	DKFZp761F0118|FLJ14374|KIAA1380|RP11-10C13.2|TRIP8	OTTHUMP00000060747|thyroid hormone receptor interactor 8|thyroid receptor interacting protein 8	10	10q21.2-q21.3		0	2			0	0	0	0.0	
GALNT9	autism		50614	0	0	0	0	0	0	1	0	0	0	0	UDP-N-acetyl-alpha-D-galactosamine:polypeptide N-acetylgalactosaminyltransferase 9 (GalNAc-T9)	GALNAC-T9	GalNAc transferase 9|UDP-GalNAc: polypeptide N-acetylgalactosaminyltransferase 9|UDP-N-acetyl-alpha-D-galactosamine:polypeptide N-acetylgalactosaminyltransferase 9|polypeptide N-acetylgalactosaminyltransferase 9|protein-UDP acetylgalactosaminyltransferase 9	12	12q24.33		0	1			0	0	0	0.0	
VIP	autism	ENSG00000146469	7432	0	1	0	0	0	0	0	0	0	0	0	vasoactive intestinal peptide	MGC13587|PHM27	OTTHUMP00000017450|OTTHUMP00000017451	6	6q25		0	1			0	0	0	0.0	
PTCHD1	autism	ENSG00000165186	139411	0	0	0	0	0	1	0	0	0	0	0	patched domain containing 1	FLJ30296|MGC149798	OTTHUMP00000023055	X	Xp22.11		0	1			0	0	0	0.0	
C1QTNF5	autism	ENSG00000213192	114902	0	0	0	0	0	0	0	0	1	0	0	C1q and tumor necrosis factor related protein 5	CTRP5|DKFZp586B0621|FLJ30570|LORD	complement C1q tumor necrosis factor-related protein 5 precursor variant 3	11	11q23.3		0	1			0	0	0	0.0	
PRRG4	autism	ENSG00000135378	79056	0	1	0	0	0	0	0	0	0	0	0	proline rich Gla (G-carboxyglutamic acid) 4 (transmembrane)	PRGP4|TMG4	transmembrane gamma-carboxyglutamic acid protein 4	11	11p13		0	1			0	0	0	0.0	
FBN2	autism	ENSG00000138829	2201	0	1	0	0	0	0	0	0	0	0	0	fibrillin 2	CCA|DA9	fibrillin 5	5	5q23-q31		0	1			0	0	0	0.0	
MAG	autism	ENSG00000105695	4099	0	1	0	0	0	0	0	0	0	0	0	myelin associated glycoprotein	GMA|S-MAG|SIGLEC-4A|SIGLEC4A	myelin-associated glycoprotein|sialic acid-binding immunoglobulin-like lectin 4A	19	19q13.1		0	1			0	0	0	0.0	
ALPK3	autism	ENSG00000136383	57538	0	0	0	0	0	0	0	0	1	0	0	alpha-kinase 3	FLJ12881|FLJ21176|KIAA1330|MAK|MIDORI	muscle alpha-kinase|myocyte induction differentiation originator	15	15q25.2		0	1			0	0	0	0.0	
ASMT	autism	ENSG00000196433	438	0	1	0	0	0	0	1	0	0	0	0	acetylserotonin O-methyltransferase	ASMTY|HIOMT|HIOMTY	Acetylserotonin methyltransferase (Y chromosome)|OTTHUMP00000022834|acetylserotonin N-methyltransferase	X|Y	Xp22.3 or Yp11.3		0	2			0	0	0	0.0	
CUL4B	autism	ENSG00000158290	8450	0	0	0	0	1	0	0	0	0	0	0	cullin 4B	DKFZp686F1470|KIAA0695|MRXHF2|MRXSC|SFM2	OTTHUMP00000023946|OTTHUMP00000023947|cullin-4B	X	Xq23		0	1			0	0	0	0.0	
PDLIM7	autism	ENSG00000196923	9260	0	0	0	0	0	0	0	0	1	0	0	PDZ and LIM domain 7 (enigma)	LMP1	1110003B01Rik|LIM domain protein|PDZ and LIM domain 7	5	5q35.3		0	1			0	0	0	0.0	
B3GALT6	autism	ENSG00000176022	126792	0	0	0	0	0	0	1	0	0	0	0	"UDP-Gal:betaGal beta 1,3-galactosyltransferase polypeptide 6"	beta3GalT6	"OTTHUMP00000001756|UDP-Gal:betaGlcNAc beta 1,3-galactosyltransferase, polypeptide 6|beta-1,3-galactosyltransferase 6"	1	1p36.33		0	1			0	0	0	0.0	
CADM1	autism	ENSG00000182985	23705	0	1	0	0	0	0	1	0	0	0	0	cell adhesion molecule 1	BL2|DKFZp686F1789|IGSF4|IGSF4A|MGC149785|MGC51880|NECL2|Necl-2|RA175|ST17|SYNCAM|TSLC1|sTSLC-1|sgIGSF|synCAM1	"TSLC1/Nectin-like 2/IGSF4|immunoglobulin superfamily, member 4|immunoglobulin superfamily, member 4D|nectin-like 2|nectin-like protein 2|tumor suppressor in lung cancer 1"	11	11q23.2		0	2			0	0	0	0.0	
HIRA	autism	ENSG00000100084	7290	0	1	0	0	0	0	0	0	0	0	0	HIR histone cell cycle regulation defective homolog A (S. cerevisiae)	DGCR1|TUP1|TUPLE1	DiGeorge critical region gene 1|HIR histone cell cycle regulation defective homolog A	22	22q11.2|22q11.21		0	1			0	0	0	0.0	
AQP4	autism	ENSG00000171885	361	0	1	0	0	0	0	0	0	0	0	0	aquaporin 4	HMIWC2|MGC22454|MIWC	aquaporin type4|aquaporin-4|mercurial-insensitive water channel	18	18q11.2-q12.1		0	1			0	0	0	0.0	
IFNG	autism	ENSG00000111537	3458	0	1	0	0	0	0	0	0	0	0	0	"interferon, gamma"	IFG|IFI	-	12	12q14		0	1			0	0	0	0.0	
GRID1	autism	ENSG00000182771	2894	0	0	0	0	0	0	1	0	0	0	0	"glutamate receptor, ionotropic, delta 1"	KIAA1220	OTTHUMP00000059648|glutamate receptor delta-1 subunit	10	10q22		0	1			0	0	0	0.0	
AUTS13	autism		100188317	0	1	0	0	0	0	0	0	1	1	0	-	-	-	12	12q14.2		0	3			0	0	0	0.0	
AUTS12	autism		100188314	0	1	0	1	0	0	0	0	1	1	0	-	-	-	2	-		0	4			0	0	0	0.0	
LOC100288253	autism		100288253	0	0	0	0	0	0	0	0	0	1	0	-	-	-	5	-		0	1			0	0	0	0.0	
AUTS14	autism		100187724	1	1	0	0	0	0	0	0	1	1	0	-	-	-	16	16p11.2		0	4			0	0	0	0.0	
PDYN	autism	ENSG00000101327	5173	0	1	0	0	0	0	0	0	0	0	0	prodynorphin	MGC26418|PENKB	OTTHUMP00000030002|beta-neoendorphin|beta-neoendorphin-dynorphin|dynorphin|leu-enkephalin|leumorphin|preprodynorphin|preproenkephalin B|rimorphin	20	20pter-p12		0	1			0	0	0	0.0	
DCTN3	autism	ENSG00000137100	11258	0	0	0	0	0	0	0	0	1	0	0	dynactin 3 (p22)	DCTN-22|DCTN22|MGC111190	"OTTHUMP00000021292|OTTHUMP00000021293|OTTHUMP00000045394|dynactin 3|dynactin 3, isoform 1|dynactin light chain"	9	9p13		0	1			0	0	0	0.0	
AUTS11	autism		100188820	1	1	0	1	0	0	0	0	0	1	0	-	-	-	1	1q24.2		0	4			0	0	0	0.0	
FARP2	autism	ENSG00000006607	9855	0	1	0	0	0	0	0	0	0	0	0	"FERM, RhoGEF and pleckstrin domain protein 2"	FIR|FRG|KIAA0793|PLEKHC3	FGD1-related Cdc42-GEF	2	2q37.3		0	1			0	0	0	0.0	
HUWE1	autism	ENSG00000086758	10075	0	0	0	0	1	0	0	0	0	0	0	"HECT, UBA and WWE domain containing 1"	ARF-BP1|HECTH9|HSPC272|Ib772|KIAA0312|LASU1|MULE|UREB1	ARF binding protein 1|BJ-HCC-24 tumor antigen|HECT domain protein LASU1|Mcl-1 ubiquitin ligase E3|OTTHUMP00000023356|OTTHUMP00000061860	X	Xp11.22		0	1			0	0	0	0.0	
CD40LG	autism	ENSG00000102245	959	0	1	0	0	0	0	0	0	0	0	0	CD40 ligand	CD154|CD40L|HIGM1|IGM|IMD3|T-BAM|TNFSF5|TRAP|gp39|hCD40L	CD40 antigen ligand|OTTHUMP00000024130|T-B cell-activating molecule|TNF-related activation protein|tumor necrosis factor (ligand) superfamily member 5	X	Xq26		0	1			0	0	0	0.0	
EXT1	autism	ENSG00000182197	2131	0	1	0	0	0	0	0	0	1	0	0	exostoses (multiple) 1	EXT|LGCR|LGS|TRPS2|ttv	Langer-Giedion syndrome chromosome region|N-acetylglucosaminyl-proteoglycan 4-beta-glucuronosyltransferase|OTTHUMP00000066043|exostosin 1|glucuronosyl-N-acetylglucosaminyl-proteoglycan 4-alpha-N- acetylglucosaminyltransferase	8	8q24.11-q24.13		0	2			0	0	0	0.0	
GCNT2	autism	ENSG00000111846	2651	0	0	0	0	0	0	1	0	0	0	0	"glucosaminyl (N-acetyl) transferase 2, I-branching enzyme (I blood group)"	CCAT|GCNT2C|GCNT5|IGNT|II|MGC163396|NACGT1|NAGCT1|ULG3|bA360O19.2|bA421M1.1	"I beta-1,6-N-acetylglucosaminyltransferase|I-branching beta-1,6-acetylglucosaminyltransferase|Ii blood group|N-acetyllactosaminide beta-1,6-N-acetylglucosaminyltransferase|OTTHUMP00000016015|OTTHUMP00000016018|OTTHUMP00000016021|beta-1,6-N-acetylglucosaminyltransferase 2|glucosaminyl (N-acetyl) transferase 2, I-branching enzyme"	6	6p24.2		0	1			0	0	0	0.0	
SLC11A2	autism	ENSG00000110911	4891	0	1	0	0	0	0	0	0	0	0	0	"solute carrier family 11 (proton-coupled divalent metal ion transporters), member 2"	DCT1|DMT1|FLJ37416|NRAMP2	natural resistance-associated macrophage protein 2	12	12q13		0	1			0	0	0	0.0	
CD69	autism	ENSG00000110848	969	0	1	0	0	0	0	0	0	0	0	0	CD69 molecule	CLEC2C	"C-type lectin domain family 2, member C|CD69 antigen (p60, early T-cell activation antigen)|activation inducer molecule (AIM/CD69)|early lymphocyte activation antigen"	12	12p13-p12		0	1			0	0	0	0.0	
ZMPSTE24	autism	ENSG00000084073	10269	0	0	0	0	0	0	0	0	1	0	0	"zinc metallopeptidase (STE24 homolog, S. cerevisiae)"	FACE-1|FACE1|FLJ14968|STE24|Ste24p	CAAX prenyl protease|OTTHUMP00000006394|farnesylated-proteins converting enzyme 1|prenyl protein-specific endoprotease 1|zinc metallopeptidase STE24|zinc metalloproteinase STE24	1	1p34		0	1			0	0	0	0.0	
GTS	autism		2973	0	0	0	0	0	0	0	0	1	0	0	Gilles de la Tourette syndrome	-	-	11	11q23		0	1			0	0	0	0.0	
S100A12	autism	ENSG00000163221	6283	0	1	0	0	0	0	0	0	1	0	0	S100 calcium binding protein A12	CAAF1|CAGC|CGRP|ENRAGE|MRP6|p6	OTTHUMP00000015332|S100 calcium-binding protein A12|S100 calcium-binding protein A12 (calgranulin C)|calgranulin C	1	1q21		0	2			0	0	0	0.0	
RNF8	autism	ENSG00000112130	9025	0	0	0	0	0	1	0	0	0	0	0	ring finger protein 8	FLJ12013|KIAA0646	C3HC4-type zinc finger protein|OTTHUMP00000016323|OTTHUMP00000039684|UBC13/UEV-interacting ring finger protein|ring finger protein (C3HC4 type) 8	6	6p21.3		0	1			0	0	0	0.0	
DHFR	autism		1719	0	1	0	0	0	0	0	0	0	0	0	dihydrofolate reductase	-	-	5	5q11.2-q13.2		0	1			0	0	0	0.0	
DLX6	autism		1750	0	1	0	0	0	0	0	0	1	0	0	distal-less homeobox 6	MGC125282|MGC125283|MGC125284|MGC125285	distal-less homeo box 6	7	7q22		0	2			0	0	0	0.0	
DLX5	autism	ENSG00000105880	1749	0	1	0	0	0	0	0	0	1	0	0	distal-less homeobox 5	-	distal-less homeo box 5	7	7q22		0	2			0	0	0	0.0	
CHRNB2	autism	ENSG00000160716	1141	0	1	0	0	0	0	0	0	0	0	0	"cholinergic receptor, nicotinic, beta 2 (neuronal)"	EFNL3|nAChRB2	"OTTHUMP00000035374|cholinergic receptor, nicotinic, beta polypeptide 2 (neuronal)|neuronal nicotinic acetylcholine receptor beta 2"	1	1q21.3		0	1			0	0	0	0.0	
ARSD	autism	ENSG00000006756	414	0	0	0	0	0	0	0	0	1	0	0	arylsulfatase D	-	OTTHUMP00000022848|OTTHUMP00000022849	X	Xp22.3		0	1			0	0	0	0.0	
GYPE	autism		2996	0	0	0	0	0	0	1	0	0	0	0	glycophorin E	GPE|MNS|MiIX	-	4	4q31.1		0	1			0	0	0	0.0	
GJA1	autism	ENSG00000152661	2697	0	1	0	0	0	0	0	0	0	0	0	"gap junction protein, alpha 1, 43kDa"	CX43|DFNB38|GJAL|ODDD	"OTTHUMP00000017111|connexin 43|gap junction 43 kDa heart protein|gap junction protein, alpha-like"	6	6q21-q23.2		0	1			0	0	0	0.0	
ANPEP	autism	ENSG00000166825	290	0	1	0	0	0	0	0	0	0	0	0	alanyl (membrane) aminopeptidase	APN|CD13|GP150|LAP1|P150|PEPN	OTTHUMP00000194690|aminopeptidase M|aminopeptidase N|membrane alanine aminopeptidase|microsomal aminopeptidase|myeloid plasma membrane glycoprotein CD13	15	15q25-q26		0	1			0	0	0	0.0	
SCT	autism	ENSG00000070031	6343	0	1	0	0	0	0	0	0	1	0	0	secretin	-	-	11	11p15.5		0	2			0	0	0	0.0	
ANKRD11	autism	ENSG00000167522	29123	0	0	0	0	0	1	0	0	0	0	0	ankyrin repeat domain 11	ANCO-1|LZ16|T13	ankyrin repeat-containing protein 11|nasopharyngeal carcinoma susceptibility protein	16	16q24.3		0	1			0	0	0	0.0	
NOS2	autism	ENSG00000007171	4843	0	1	1	0	0	0	0	0	0	0	0	"nitric oxide synthase 2, inducible"	HEP-NOS|INOS|NOS|NOS2A	"NOS, type II|nitric oxide synthase 2A|nitric oxide synthase 2A (inducible, hepatocytes)|nitric oxide synthase, macrophage"	17	17q11.2-q12		0	2			0	0	0	0.0	
AGAP1	autism	ENSG00000157985	116987	0	1	1	0	0	0	0	1	1	0	1	"ArfGAP with GTPase domain, ankyrin repeat and PH domain 1"	CENTG2|GGAP1|KIAA1099|MGC71657	"Arf GAP with GTP-binding protein-like, ANK repeat and PH domains 1|GTP-binding and GTPase-activating protein 1|centaurin, gamma 2"	2	2q37		0	5			0	0	0	0.0	
GZMB	autism	ENSG00000100453	3002	0	1	0	0	0	0	0	0	0	0	0	"granzyme B (granzyme 2, cytotoxic T-lymphocyte-associated serine esterase 1)"	CCPI|CGL-1|CGL1|CSP-B|CSPB|CTLA1|CTSGL1|HLP|SECT	T-cell serine protease 1-3E|cathepsin G-like 1|cytotoxic serine protease B|fragmentin 2|granzyme B	14	14q11.2		0	1			0	0	0	0.0	
MBD4	autism	ENSG00000129071	8930	0	1	0	0	0	0	0	0	0	0	0	methyl-CpG binding domain protein 4	MED1	"3,N(4)-ethenocytosine glycosylase|G/5-fluorouracil mismatch glycosylase with biphasic kinetics|G/T mismatch glycosylase|G/U mismatch glycosylase|putative methyl-CpG binding protein"	3	3q21-q22		0	1			0	0	0	0.0	
MBD2	autism	ENSG00000134046	8932	0	1	0	0	0	0	0	0	0	0	0	methyl-CpG binding domain protein 2	DKFZp586O0821|DMTase|NY-CO-41	-	18	18q21		0	1			0	0	0	0.0	
MBD1	autism	ENSG00000141644	4152	0	1	0	0	0	0	1	0	0	0	0	methyl-CpG binding domain protein 1	CXXC3|PCM1|RFT	OTTHUMP00000163504|OTTHUMP00000163506|OTTHUMP00000163507|methyl-CpG binding domain protein 1 isoform PCM1|the regulator of fibroblast growth factor 2 (FGF-2) transcription	18	18q21		0	2			0	0	0	0.0	
ZDHHC15	autism	ENSG00000102383	158866	0	0	0	0	1	0	0	0	0	0	0	"zinc finger, DHHC-type containing 15"	FLJ31812|MGC119974|MGC119975|MGC119976|MRX91	"OTTHUMP00000023583|zinc finger, DHHC domain containing 15"	X	Xq13.3		0	1			0	0	0	0.0	
VCX3A	autism	ENSG00000169059	51481	0	0	0	0	0	0	0	0	1	0	0	"variable charge, X-linked 3A"	MGC118976|MGC125730|MGC125796|VCX-8r|VCX-A|VCX3|VCX8R|VCXA	OTTHUMP00000022866|variable charge protein on X with eight repeats|variably charged X-A	X	Xp22		0	1			0	0	0	0.0	
GRM5	autism		2915	0	1	0	0	0	0	0	0	0	0	0	"glutamate receptor, metabotropic 5"	GPRC1E|MGLUR5|mGlu5	-	11	11q14.2-q14.3		0	1			0	0	0	0.0	
RAB11FIP5	autism	ENSG00000135631	26056	0	1	0	0	0	0	1	0	0	0	0	RAB11 family interacting protein 5 (class I)	DKFZp434H018|GAF1|KIAA0857|RIP11|pp75	Rab11-interacting protein|gamma-SNAP-associated factor 1	2	2p13-p12		0	2			0	0	0	0.0	
ADM	autism	ENSG00000148926	133	0	1	0	0	0	0	0	0	1	0	0	adrenomedullin	AM	preproadrenomedullin	11	11p15.4		0	2			0	0	0	0.0	
SGCE	autism	ENSG00000127990	8910	0	1	0	0	0	0	0	0	0	0	0	"sarcoglycan, epsilon"	DYT11|ESG	"dystonia 11, myoclonic"	7	7q21-q22		0	1			0	0	0	0.0	
TF	autism	ENSG00000091513	7018	0	1	0	0	0	0	0	0	0	0	0	transferrin	DKFZp781D0156|PRO1557|PRO2086	-	3	3q22.1		0	1			0	0	0	0.0	
RAB3A	autism	ENSG00000105649	5864	0	1	0	0	0	0	0	0	0	0	0	"RAB3A, member RAS oncogene family"	-	RAS-associated protein RAB3A	19	19p13.2		0	1			0	0	0	0.0	
SHROOM4	autism	ENSG00000158352	57477	0	0	0	0	1	0	0	0	0	0	0	shroom family member 4	KIAA1202|SHAP	second homolog of apical protein	X	Xp11.22		0	1			0	0	0	0.0	
STATH	autism	ENSG00000126549	6779	0	1	0	0	0	0	0	0	0	0	0	statherin	STR	-	4	4q11-q13		0	1			0	0	0	0.0	
HPRT1	autism	ENSG00000165704	3251	0	0	0	0	1	0	0	0	0	0	0	hypoxanthine phosphoribosyltransferase 1	HGPRT|HPRT	-	X	Xq26.1		0	1			0	0	0	0.0	
MIF	autism	ENSG00000099964	4282	0	1	0	0	0	0	0	0	0	0	0	macrophage migration inhibitory factor (glycosylation-inhibiting factor)	GIF|GLIF|MMIF	macrophage migration inhibitory factor|phenylpyruvate tautomerase	22	22q11.23		0	1			0	0	0	0.0	
PRAP1	autism	ENSG00000165828	118471	0	1	0	0	0	0	0	0	0	0	0	proline-rich acidic protein 1	MGC126792|PRO1195|RP11-122K13.6|UPA	OTTHUMP00000020800	10	10q26.3		0	1			0	0	0	0.0	
ETV6	autism	ENSG00000139083	2120	0	0	0	0	0	0	0	0	1	0	0	ets variant 6	TEL|TEL/ABL	TEL1 oncogene|ets variant gene 6 (TEL oncogene)	12	12p13		0	1			0	0	0	0.0	
AGA	autism	ENSG00000038002	175	0	0	0	0	0	0	0	0	1	0	0	aspartylglucosaminidase	AGU|ASRG|GA	N(4)-(beta-N-acetylglucosaminyl)-L-asparaginase|N4-(N-acetyl-beta-glucosaminyl)-L-asparagine amidase|aspartylglucosylamine deaspartylase|glycosylasparaginase	4	4q32-q33		0	1			0	0	0	0.0	
IL18R1	autism	ENSG00000115604	8809	0	1	0	0	0	0	0	0	0	0	0	interleukin 18 receptor 1	CD218a|CDw218a|IL-1Rrp|IL18RA|IL1RRP	IL1 receptor-related protein|OTTHUMP00000161340|cytokine receptor	2	2q12		0	1			0	0	0	0.0	
NAT2	autism	ENSG00000156006	10	0	1	0	0	0	0	0	0	0	0	0	N-acetyltransferase 2 (arylamine N-acetyltransferase)	AAC2|PNAT	N-acetyltransferase 2|arylamide acetylase 2	8	8p22		0	1			0	0	0	0.0	
LRRN3	autism	ENSG00000173114	54674	0	0	0	0	0	0	0	0	1	0	0	leucine rich repeat neuronal 3	FIGLER5|FLJ11129|NLRR-3|NLRR3	"fibronectin type III, immunoglobulin and leucine rich repeat domains 5|leucine-rich repeat protein, neuronal 3"	7	7q31.1		0	1			0	0	0	0.0	
NLGN2	autism	ENSG00000169992	57555	0	1	0	0	0	0	0	1	0	0	0	neuroligin 2	KIAA1366	OTTHUMP00000135277	17	17p13.1		0	2			0	0	0	0.0	
SOD1	autism	ENSG00000142168	6647	0	1	0	0	0	0	0	0	0	0	0	"superoxide dismutase 1, soluble"	ALS|ALS1|IPOA|SOD|homodimer	"Cu/Zn superoxide dismutase|SOD, soluble|indophenoloxidase A|superoxide dismutase, cystolic"	21	21q22.1|21q22.11		0	1			0	0	0	0.0	
EFHA1	autism	ENSG00000165487	221154	0	1	0	0	0	0	0	0	0	0	0	"EF-hand domain family, member A1"	1110008L20Rik|FLJ25016|FLJ34588	"EF hand domain family A1|EF hand domain family, member A1|OTTHUMP00000070404|Smhs2 homolog"	13	13q12.11		0	1			0	0	0	0.0	
GRIA2	autism	ENSG00000120251	2891	0	1	0	0	0	0	0	0	0	0	0	"glutamate receptor, ionotropic, AMPA 2"	GLUR2|GLURB|GluR-K2|HBGR2	OTTHUMP00000165324|gluR-B|glutamate receptor 2	4	4q32-q33		0	1			0	0	0	0.0	
GRIA1	autism	ENSG00000155511	2890	0	1	0	0	0	0	0	0	0	0	0	"glutamate receptor, ionotropic, AMPA 1"	GLUH1|GLUR1|GLURA|HBGR1|MGC133252	AMPA 1	5	5q33|5q31.1		0	1			0	0	0	0.0	
ARSA	autism	ENSG00000100299	410	0	0	0	0	0	0	1	0	0	0	0	arylsulfatase A	MLD	OTTHUMP00000196546|OTTHUMP00000196548	22	22q13.31-qter|22q13.33		0	1			0	0	0	0.0	
VLDLR	autism	ENSG00000147852	7436	0	1	0	0	0	0	0	0	1	0	0	very low density lipoprotein receptor	CHRMQ1|FLJ35024|VLDLRCH	OTTHUMP00000020982|OTTHUMP00000020983|Very low-density lipoprotein receptor	9	9p24		0	2			0	0	0	0.0	
PLXNA4	autism	ENSG00000221866	91584	0	1	0	0	0	0	0	0	0	0	0	plexin A4	DKFZp434G0625|DKFZp566O0546|FAYV2820|FLJ35026|FLJ38287|KIAA1550|PLEXA4|PLXNA4A|PLXNA4B|PRO34003	-	7	7q32.3		0	1			0	0	0	0.0	
GABRB1	autism	ENSG00000163288	2560	0	1	0	0	0	0	0	0	1	0	0	"gamma-aminobutyric acid (GABA) A receptor, beta 1"	-	-	4	4p12		0	2			0	0	0	0.0	
TLR4	autism	ENSG00000136869	7099	0	1	0	0	0	0	0	0	0	0	0	toll-like receptor 4	ARMD10|CD284|TOLL|hToll	OTTHUMP00000022807|homolog of Drosophila toll	9	9q32-q33		0	1			0	0	0	0.0	
VIPR2	autism	ENSG00000106018	7434	0	1	0	0	0	0	0	0	0	0	0	vasoactive intestinal peptide receptor 2	FLJ16511|VPAC2|VPCAP2R	-	7	7q36.3		0	1			0	0	0	0.0	
KLHL3	autism	ENSG00000146021	26249	0	0	0	0	0	1	0	0	0	0	0	kelch-like 3 (Drosophila)	FLJ40871|KIAA1129|MGC44594	kelch-like 3	5	5q31		0	1			0	0	0	0.0	
SCTR	autism	ENSG00000080293	6344	0	1	0	0	0	0	0	0	0	0	0	secretin receptor	SR	pancreatic secretin receptor	2	2q14.1		0	1			0	0	0	0.0	
DMPK	autism	ENSG00000104936	1760	0	1	0	0	0	0	0	0	0	0	0	dystrophia myotonica-protein kinase	DM|DM1|DM1PK|DMK|MDPK|MT-PK	DM protein kinase|myotonic dystrophy associated protein kinase|myotonic dystrophy protein kinase|myotonin protein kinase A|thymopoietin homolog	19	19q13.3		0	1			0	0	0	0.0	
ROBO1	autism		6091	0	1	0	0	0	0	0	0	0	0	0	"roundabout, axon guidance receptor, homolog 1 (Drosophila)"	DUTT1|FLJ21882|MGC131599|MGC133277|SAX3	roundabout 1	3	3p12		0	1			0	0	0	0.0	
ROBO2	autism		6092	0	1	0	0	0	0	0	0	0	0	0	"roundabout, axon guidance receptor, homolog 2 (Drosophila)"	KIAA1568|SAX3	"roundabout, axon guidance receptor, homolog 2"	3	3p12.3		0	1			0	0	0	0.0	
NEGR1	autism	ENSG00000172260	257194	0	0	0	0	0	1	0	0	0	0	0	neuronal growth regulator 1	DMML2433|IGLON4|KILON|MGC46680|Ntra	IgLON family member 4|OTTHUMP00000011267|a kindred of IgLON|neurotractin	1	1p31.1		0	1			0	0	0	0.0	
SATB2	autism	ENSG00000119042	23314	0	0	0	0	0	1	0	0	0	0	0	SATB homeobox 2	FLJ21474|FLJ32076|KIAA1034|MGC119474|MGC119477	OTTHUMP00000163655|SATB family member 2|two cut domains-containing homeodomain protein	2	2q33		0	1			0	0	0	0.0	
STK3	autism		6788	0	0	0	0	0	1	0	0	0	0	0	"serine/threonine kinase 3 (STE20 homolog, yeast)"	FLJ90748|KRS1|MST2	"serine/threonine kinase 3|serine/threonine kinase 3 (Ste20, yeast homolog)"	8	8q22.2		0	1			0	0	0	0.0	
CDKL5	autism	ENSG00000008086	6792	0	0	0	0	1	0	0	0	0	0	0	cyclin-dependent kinase-like 5	ISSX|STK9	OTTHUMP00000023002|OTTHUMP00000023003|serine/threonine kinase 9	X	Xp22		0	1			0	0	0	0.0	
OPHN1	autism	ENSG00000079482	4983	0	0	0	0	1	0	0	0	0	0	0	oligophrenin 1	MRX60|OPN1	"OTTHUMP00000023451|mental retardation, X-linked 60|oligophrenin-1, Rho-GTPase activating protein"	X	Xq12		0	1			0	0	0	0.0	
DSP	autism	ENSG00000096696	1832	0	1	0	0	0	0	0	0	0	0	0	desmoplakin	DPI|DPII	250/210 kDa paraneoplastic pemphigus antigen|OTTHUMP00000016001|desmoplakin I|desmoplakin II	6	6p24		0	1			0	0	0	0.0	
